temps,info
2021-07-05 17:56:44,GET /css/admin.css 404 152 - 2.329 ms

2021-07-05 18:03:25,GET /profil 302 64 - 28.942 ms

2021-07-05 18:03:25,GET /connecter 200 6458 - 62.276 ms

2021-07-05 18:03:32,POST /connecter 302 58 - 218.696 ms

2021-07-05 18:03:32,GET /profil 200 7264 - 10.194 ms

2021-07-05 18:03:32,GET /css/admin.css 404 152 - 8.601 ms

2021-07-05 18:03:35,GET /verifier 200 10563 - 9.878 ms

2021-07-05 18:03:35,GET /css/verification.css 404 159 - 7.766 ms

2021-07-05 18:03:37,GET /css/admin.css 404 152 - 2.339 ms

2021-07-05 18:03:39,DELETE /logout?_method=DELETE 302 64 - 3.470 ms

2021-07-05 18:03:39,GET /connecter 200 6458 - 6.335 ms

2021-07-05 18:03:49,POST /connecter 302 58 - 100.909 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.094 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.685 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.952 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.029 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.963 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.932 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.521 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.124 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.626 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.708 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.902 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.534 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.014 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.956 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.049 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.900 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.426 ms

2021-07-05 18:03:49,GET /profil 302 58 - 2.005 ms

2021-07-05 18:03:49,GET /profil 302 58 - 1.547 ms

2021-07-05 18:03:51,GET /profil 302 58 - 3.839 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.179 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.123 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.035 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.019 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.029 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.816 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.071 ms

2021-07-05 18:03:51,GET /profil 302 58 - 3.702 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.368 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.987 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.144 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.023 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.914 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.810 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.093 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.621 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.987 ms

2021-07-05 18:03:51,GET /profil 302 58 - 2.761 ms

2021-07-05 18:03:51,GET /profil 302 58 - 1.428 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.193 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.409 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.761 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.120 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.945 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.964 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.947 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.104 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.091 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.991 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.065 ms

2021-07-05 18:03:56,GET /profil 302 58 - 4.156 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.047 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.233 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.824 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.051 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.991 ms

2021-07-05 18:03:56,GET /profil 302 58 - 2.060 ms

2021-07-05 18:03:56,GET /profil 302 58 - 1.506 ms

2021-07-05 18:03:56,GET /profil 302 58 - 4.037 ms

2021-07-05 18:04:26,GET /profil 302 58 - 2.091 ms

2021-07-05 18:04:26,GET /profil 302 58 - 1.832 ms

2021-07-05 18:04:26,GET /profil 302 58 - 1.870 ms

2021-07-05 18:04:26,GET /profil 302 58 - 1.897 ms

2021-07-05 18:04:26,GET /profil 302 58 - 2.139 ms

2021-07-05 18:04:26,GET /profil 302 58 - 1.723 ms

2021-07-05 18:04:26,GET /profil 302 58 - 2.093 ms

2021-07-05 18:04:27,GET /profil 302 58 - 4.868 ms

2021-07-05 18:04:27,GET /profil 302 58 - 1.864 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.231 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.031 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.170 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.021 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.085 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.133 ms

2021-07-05 18:04:27,GET /profil 302 58 - 1.974 ms

2021-07-05 18:04:27,GET /profil 302 58 - 1.879 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.029 ms

2021-07-05 18:04:27,GET /profil 302 58 - 1.479 ms

2021-07-05 18:04:27,GET /profil 302 58 - 2.137 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.526 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.618 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.513 ms

2021-07-05 18:05:27,GET /profil 302 58 - 2.866 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.970 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.965 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.880 ms

2021-07-05 18:05:27,GET /profil 302 58 - 1.640 ms

2021-07-05 18:05:27,GET /profil 302 58 - 2.159 ms

2021-07-05 18:05:28,GET /profil 302 58 - 3.799 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.907 ms

2021-07-05 18:05:28,GET /profil 302 58 - 2.007 ms

2021-07-05 18:05:28,GET /profil 302 58 - 2.290 ms

2021-07-05 18:05:28,GET /profil 302 58 - 7.333 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.913 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.970 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.604 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.818 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.367 ms

2021-07-05 18:05:28,GET /profil 302 58 - 1.860 ms

2021-07-05 18:06:11,GET /profil 302 64 - 24.265 ms

2021-07-05 18:06:11,GET /connecter 200 6458 - 43.125 ms

2021-07-05 18:06:17,POST /connecter 500 2108 - 532.576 ms

2021-07-05 18:06:44,GET /connecter 304 - - 37.296 ms

2021-07-05 18:06:48,POST /connecter 500 2108 - 129.151 ms

2021-07-05 18:08:04,GET /connecter 304 - - 53.567 ms

2021-07-05 18:08:09,POST /connecter 500 2108 - 151.739 ms

2021-07-05 18:08:45,GET /connecter 304 - - 52.596 ms

2021-07-05 18:08:50,POST /connecter 302 60 - 235.394 ms

2021-07-05 18:08:50,GET /profil1 200 7264 - 46.646 ms

2021-07-05 18:08:51,GET /css/admin.css 404 152 - 11.581 ms

2021-07-05 18:08:55,DELETE /logout?_method=DELETE 302 64 - 8.859 ms

2021-07-05 18:08:55,GET /connecter 200 6458 - 6.591 ms

2021-07-05 18:09:03,POST /connecter 302 60 - 103.306 ms

2021-07-05 18:09:03,GET /profil1 302 58 - 2.973 ms

2021-07-05 18:09:03,GET /profil 404 145 - 3.061 ms

2021-07-05 18:09:07,GET /connecter 302 58 - 1.689 ms

2021-07-05 18:09:10,GET /profil 404 145 - 2.434 ms

2021-07-05 18:11:18,GET /profil 404 145 - 19.065 ms

2021-07-05 18:11:19,GET /profil 404 145 - 8.186 ms

2021-07-05 18:11:23,GET /profil 404 145 - 3.382 ms

2021-07-05 18:11:25,GET /profil 404 145 - 2.741 ms

2021-07-05 18:11:28,GET /profil 404 145 - 1.917 ms

2021-07-05 18:11:46,GET /connecter 200 6458 - 33.760 ms

2021-07-05 18:11:52,POST /connecter 302 60 - 183.282 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 3.347 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.331 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.292 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.857 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.655 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.400 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.470 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.947 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.281 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.986 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.889 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.096 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.132 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 3.747 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.690 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.801 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.079 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 1.542 ms

2021-07-05 18:11:52,GET /profil1 302 60 - 2.160 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.531 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 3.499 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.880 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.248 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.387 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.817 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.182 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.086 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.627 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 4.278 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.075 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.922 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.068 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.994 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.975 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.454 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 2.313 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 3.708 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.835 ms

2021-07-05 18:11:54,GET /profil1 302 60 - 1.740 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.026 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.032 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.030 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.964 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.739 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.527 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.810 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.991 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.956 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.455 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.545 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.035 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.072 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.035 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.766 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.151 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.034 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 1.738 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 2.300 ms

2021-07-05 18:12:00,GET /profil1 302 60 - 3.501 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 1.825 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 1.882 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.099 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 1.861 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.187 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.003 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.035 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 4.619 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.013 ms

2021-07-05 18:12:30,GET /profil1 302 60 - 2.365 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 1.775 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 1.936 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 2.024 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 1.986 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 2.188 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 1.853 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 2.066 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 3.044 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 2.087 ms

2021-07-05 18:12:31,GET /profil1 302 60 - 2.101 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.236 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.957 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 5.506 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.075 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.220 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.868 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.914 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.691 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.013 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.052 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 4.189 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.029 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.827 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 2.164 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.398 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.692 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.720 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.570 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.825 ms

2021-07-05 18:13:31,GET /profil1 302 60 - 1.391 ms

2021-07-05 18:18:58,GET /profil 302 64 - 26.579 ms

2021-07-05 18:18:59,GET /connecter 200 6458 - 39.677 ms

2021-07-05 18:18:59,GET /connecter 304 - - 9.272 ms

2021-07-05 18:19:06,POST /connecter 302 58 - 167.175 ms

2021-07-05 18:19:06,GET /profil 200 7264 - 11.352 ms

2021-07-05 18:19:07,GET /css/admin.css 404 152 - 8.587 ms

2021-07-05 18:19:10,GET /verifier 304 - - 8.916 ms

2021-07-05 18:19:10,GET /css/verification.css 404 159 - 6.762 ms

2021-07-05 18:19:13,DELETE /logout?_method=DELETE 302 64 - 7.620 ms

2021-07-05 18:19:13,GET /connecter 200 6458 - 11.127 ms

2021-07-05 18:19:27,GET /profil 302 64 - 2.305 ms

2021-07-05 18:19:27,GET /connecter 304 - - 14.710 ms

2021-07-05 18:19:31,GET /profil 302 64 - 4.184 ms

2021-07-05 18:19:31,GET /connecter 304 - - 4.059 ms

2021-07-05 18:19:38,POST /connecter 302 58 - 99.358 ms

2021-07-05 18:19:38,GET /profil 200 7264 - 7.516 ms

2021-07-05 18:19:38,GET /css/admin.css 404 152 - 3.252 ms

2021-07-05 18:19:41,GET /saisie 304 - - 11.227 ms

2021-07-05 18:19:41,GET /css/PageSaisie.css 404 157 - 2.972 ms

2021-07-05 18:19:55,DELETE /logout?_method=DELETE 302 64 - 2.970 ms

2021-07-05 18:19:55,GET /connecter 200 6458 - 4.611 ms

2021-07-05 18:19:59,GET /profil 302 64 - 3.674 ms

2021-07-05 18:19:59,GET /connecter 304 - - 6.344 ms

2021-07-05 18:20:07,POST /connecter 302 58 - 100.634 ms

2021-07-05 18:20:07,GET /profil 200 7001 - 12.994 ms

2021-07-05 18:20:07,GET /css/admin.css 404 152 - 2.583 ms

2021-07-05 18:20:09,GET /recours 304 - - 8.052 ms

2021-07-05 18:20:10,GET /main.js 404 146 - 2.475 ms

2021-07-05 18:20:11,GET /css/admin.css 404 152 - 2.674 ms

2021-07-05 18:20:13,GET /DossierNonVal 302 64 - 2.881 ms

2021-07-05 18:20:13,GET /connecter 200 6458 - 4.352 ms

2021-07-05 18:20:33,POST /connecter 302 58 - 90.248 ms

2021-07-05 18:20:33,GET /profil 304 - - 7.701 ms

2021-07-05 18:20:33,GET /css/admin.css 404 152 - 2.302 ms

2021-07-05 18:20:36,GET /verifier 302 58 - 3.725 ms

2021-07-05 18:20:36,GET /profil 304 - - 5.185 ms

2021-07-05 18:20:36,GET /css/admin.css 404 152 - 2.902 ms

2021-07-05 18:20:39,GET /DossierNonVal 302 58 - 3.338 ms

2021-07-05 18:20:39,GET /profil 304 - - 5.108 ms

2021-07-05 18:20:40,GET /css/admin.css 404 152 - 2.442 ms

2021-07-05 18:20:55,GET /DossierNonVal 302 58 - 4.269 ms

2021-07-05 18:20:55,GET /profil 304 - - 8.150 ms

2021-07-05 18:20:55,GET /css/admin.css 404 152 - 4.717 ms

2021-07-05 18:21:03,GET /DossierVal 302 58 - 2.236 ms

2021-07-05 18:21:03,GET /profil 304 - - 6.747 ms

2021-07-05 18:21:03,GET /css/admin.css 404 152 - 2.172 ms

2021-07-05 18:21:07,GET /recours 304 - - 5.451 ms

2021-07-05 18:21:07,GET /main.js 404 146 - 2.573 ms

2021-07-05 18:21:10,GET /DossierNonVal 302 58 - 2.451 ms

2021-07-05 18:21:10,GET /profil 304 - - 4.240 ms

2021-07-05 18:21:10,GET /css/admin.css 404 152 - 2.706 ms

2021-07-05 18:21:14,GET /DossierVal 302 58 - 2.935 ms

2021-07-05 18:21:14,GET /profil 304 - - 12.318 ms

2021-07-05 18:21:14,GET /css/admin.css 404 152 - 2.180 ms

2021-07-05 18:21:25,GET /saisir 404 145 - 2.370 ms

2021-07-05 18:21:28,GET /saisie 200 37619 - 9.068 ms

2021-07-05 18:21:28,GET /css/PageSaisie.css 404 157 - 3.556 ms

2021-07-05 18:21:39,DELETE /logout?_method=DELETE 302 64 - 4.705 ms

2021-07-05 18:21:39,GET /connecter 200 6458 - 7.282 ms

2021-07-05 18:21:43,GET /saisie 302 64 - 1.921 ms

2021-07-05 18:21:43,GET /connecter 304 - - 4.401 ms

2021-07-05 18:22:38,POST /connecter 302 58 - 88.116 ms

2021-07-05 18:22:38,GET /profil 200 7001 - 10.064 ms

2021-07-05 18:22:38,GET /css/admin.css 404 152 - 4.130 ms

2021-07-05 18:22:39,GET /DossierNonVal 200 21939 - 7.582 ms

2021-07-05 18:22:39,GET /main.js 404 146 - 2.575 ms

2021-07-05 18:22:52,GET /DossierNonVal 304 - - 6.682 ms

2021-07-05 18:22:52,GET /main.js 404 146 - 6.123 ms

2021-07-05 18:22:54,POST /validerDossiers 200 16066 - 41.692 ms

2021-07-05 18:22:55,GET /main.js 404 146 - 6.532 ms

2021-07-05 18:22:58,POST /Modifier 200 29245 - 49.087 ms

2021-07-05 18:22:58,GET /css/PageSaisie.css 404 157 - 2.559 ms

2021-07-05 18:31:18,GET /Modifier 404 147 - 22.337 ms

2021-07-05 18:31:19,GET /Modifier 404 147 - 9.527 ms

2021-07-05 18:31:26,GET /comptes 302 64 - 13.714 ms

2021-07-05 18:31:26,GET /connecter 200 6458 - 48.248 ms

2021-07-05 18:31:42,POST /connecter 302 58 - 133.681 ms

2021-07-05 18:31:42,GET /profil 200 7264 - 3.632 ms

2021-07-05 18:31:42,GET /css/admin.css 404 152 - 4.316 ms

2021-07-05 18:31:45,GET /saisie 302 64 - 2.077 ms

2021-07-05 18:31:45,GET /connecter 200 6458 - 6.306 ms

2021-07-05 18:31:53,POST /connecter 302 64 - 107.780 ms

2021-07-05 18:31:53,GET /connecter 200 6504 - 4.761 ms

2021-07-05 18:31:58,POST /connecter 302 58 - 102.289 ms

2021-07-05 18:31:58,GET /profil 200 7264 - 10.318 ms

2021-07-05 18:31:58,GET /css/admin.css 404 152 - 2.740 ms

2021-07-05 18:31:59,GET /saisie 200 37619 - 30.442 ms

2021-07-05 18:31:59,GET /css/PageSaisie.css 404 157 - 2.613 ms

2021-07-05 18:32:03,GET /verifier 200 10563 - 6.964 ms

2021-07-05 18:32:03,GET /css/verification.css 404 159 - 2.784 ms

2021-07-05 18:32:07,DELETE /logout?_method=DELETE 302 64 - 3.850 ms

2021-07-05 18:32:07,GET /connecter 200 6458 - 3.828 ms

2021-07-05 18:32:15,POST /connecter 302 58 - 102.211 ms

2021-07-05 18:32:15,GET /profil 200 7000 - 9.768 ms

2021-07-05 18:32:15,GET /css/admin.css 404 152 - 2.452 ms

2021-07-05 18:32:16,GET /DossierNonVal 302 58 - 3.642 ms

2021-07-05 18:32:16,GET /profil 304 - - 11.373 ms

2021-07-05 18:32:17,GET /css/admin.css 404 152 - 2.874 ms

2021-07-05 18:32:26,GET /recours 304 - - 7.393 ms

2021-07-05 18:32:26,GET /main.js 404 146 - 3.275 ms

2021-07-05 18:32:35,GET /DossierNonVal 302 58 - 2.821 ms

2021-07-05 18:32:35,GET /profil 304 - - 7.466 ms

2021-07-05 18:32:35,GET /css/admin.css 404 152 - 2.517 ms

2021-07-05 18:32:40,GET /DossierNonVal 302 58 - 2.692 ms

2021-07-05 18:32:40,GET /profil 304 - - 8.270 ms

2021-07-05 18:32:40,GET /css/admin.css 404 152 - 2.673 ms

2021-07-05 18:32:47,GET /DossierVal 302 58 - 2.385 ms

2021-07-05 18:32:47,GET /profil 304 - - 7.279 ms

2021-07-05 18:32:47,GET /css/admin.css 404 152 - 5.040 ms

2021-07-05 18:32:57,GET /profil 304 - - 5.182 ms

2021-07-05 18:32:57,GET /css/admin.css 404 152 - 3.286 ms

2021-07-05 18:32:59,GET /profil 304 - - 5.941 ms

2021-07-05 18:32:59,GET /css/admin.css 404 152 - 2.340 ms

2021-07-05 18:33:00,GET /profil 304 - - 3.150 ms

2021-07-05 18:33:00,GET /css/admin.css 404 152 - 3.850 ms

2021-07-05 18:39:24,GET /profil 302 64 - 29.527 ms

2021-07-05 18:39:24,GET /connecter 200 6458 - 60.467 ms

2021-07-05 18:39:33,POST /connecter 302 58 - 173.258 ms

2021-07-05 18:39:33,GET /profil 200 7264 - 11.702 ms

2021-07-05 18:39:33,GET /css/admin.css 404 152 - 9.117 ms

2021-07-05 18:39:40,GET /verifier 304 - - 7.267 ms

2021-07-05 18:39:40,GET /css/verification.css 404 159 - 6.834 ms

2021-07-05 18:39:44,GET /saisie 304 - - 16.360 ms

2021-07-05 18:39:44,GET /css/PageSaisie.css 404 157 - 3.328 ms

2021-07-05 18:39:46,DELETE /logout?_method=DELETE 302 64 - 3.322 ms

2021-07-05 18:39:46,GET /connecter 200 6458 - 14.632 ms

2021-07-05 18:39:52,GET /profil 302 64 - 1.637 ms

2021-07-05 18:39:53,GET /connecter 304 - - 89.817 ms

2021-07-05 18:39:56,GET /profil 302 64 - 2.328 ms

2021-07-05 18:39:57,GET /connecter 304 - - 8.911 ms

2021-07-05 18:40:03,POST /connecter 302 58 - 112.346 ms

2021-07-05 18:40:04,GET /profil 200 7000 - 6.698 ms

2021-07-05 18:40:04,GET /css/admin.css 404 152 - 3.721 ms

2021-07-05 18:40:09,GET /recours 304 - - 13.455 ms

2021-07-05 18:40:09,GET /main.js 404 146 - 2.013 ms

2021-07-05 18:40:15,GET /DossierNonVal 302 64 - 1.864 ms

2021-07-05 18:40:15,GET /connecter 200 6458 - 6.388 ms

2021-07-05 18:40:26,POST /connecter 302 58 - 96.199 ms

2021-07-05 18:40:26,GET /profil 200 7000 - 8.544 ms

2021-07-05 18:40:26,GET /css/admin.css 404 152 - 2.826 ms

2021-07-05 18:40:28,GET /DossierNonVal 200 21939 - 11.196 ms

2021-07-05 18:40:28,GET /main.js 404 146 - 2.910 ms

2021-07-05 18:40:34,DELETE /logout?_method=DELETE 302 64 - 3.351 ms

2021-07-05 18:40:34,GET /connecter 200 6458 - 7.902 ms

2021-07-05 18:40:41,POST /connecter 302 58 - 94.452 ms

2021-07-05 18:40:41,GET /profil 200 7264 - 5.505 ms

2021-07-05 18:40:41,GET /css/admin.css 404 152 - 2.710 ms

2021-07-05 18:40:43,GET /verifier 302 58 - 1.739 ms

2021-07-05 18:40:43,GET /profil 304 - - 22.584 ms

2021-07-05 18:40:43,GET /css/admin.css 404 152 - 2.786 ms

2021-07-05 18:40:58,GET /verifier 302 58 - 1.953 ms

2021-07-05 18:40:58,GET /profil 304 - - 7.212 ms

2021-07-05 18:40:59,GET /css/admin.css 404 152 - 2.336 ms

2021-07-05 18:41:12,GET /recours 304 - - 6.864 ms

2021-07-05 18:41:12,GET /main.js 404 146 - 3.045 ms

2021-07-05 18:41:22,GET /profil 304 - - 5.733 ms

2021-07-05 18:41:22,GET /css/admin.css 404 152 - 4.189 ms

2021-07-05 18:41:27,GET /profil 304 - - 6.198 ms

2021-07-05 18:41:27,GET /css/admin.css 404 152 - 3.298 ms

2021-07-05 18:41:29,GET /DossierNonVal 302 58 - 1.916 ms

2021-07-05 18:41:29,GET /profil 304 - - 9.680 ms

2021-07-05 18:41:29,GET /css/admin.css 404 152 - 2.499 ms

2021-07-05 18:44:35,GET /profil 302 64 - 17.476 ms

2021-07-05 18:44:35,GET /connecter 200 6458 - 34.858 ms

2021-07-05 18:44:46,POST /connecter 302 58 - 129.050 ms

2021-07-05 18:44:46,GET /profil 200 7264 - 9.885 ms

2021-07-05 18:44:46,GET /css/admin.css 404 152 - 9.129 ms

2021-07-05 18:44:47,GET /verifier 302 64 - 3.083 ms

2021-07-05 18:44:47,GET /connecter 200 6458 - 8.323 ms

2021-07-05 18:44:55,POST /connecter 302 64 - 105.129 ms

2021-07-05 18:44:55,GET /connecter 200 6504 - 6.006 ms

2021-07-05 18:45:02,POST /connecter 302 58 - 106.462 ms

